"HS2","HS4","HS6","HS8","HS10"
,,"730300","28470000","2009808400"
,,"730410","28480000","2009808500"
,,"730411","28491000","2009808600"
,,"730419","28492000","2009808800"
,,"730420","28499010","2009808900"
,,"730421","28499030","2009809500"
,,"730422","28499050","2009809600"
,,"730423","28499090","2009809700"
,,"730424","28500010","2009809900"
,,"730429","28500020","2009811100"
,,"730431","28500030","2009811901"
,,"730439","28500050","2009811902"
,,"730441","28500060","2009811903"
,,"730449","28500070","2009811908"
,,"730451","28500090","2009811909"
,,"730459","28510000","2009813101"
,,"730490","28510010","2009813103"
,,"730511","28510030","2009813108"
,,"730512","28510050","2009813109"
,,"730519","28510080","2009815100"
,,"730520","28510090","2009815900"
,,"730531","28520000","2009819500"
,,"730539","28521000","2009819900"
,,"730590","28529000","2009891100"
,,"730600","28530010","2009891901"
,,"730610","28530030","2009891902"
,,"730611","28530050","2009891903"
,,"730619","28530080","2009891908"
,,"730620","28530090","2009891909"
,,"730621","28531000","2009893400"
,,"730629","28539010","2009893500"
,,"730630","28539030","2009893601"
,,"730640","28539090","2009893602"
,,"730650","29011000","2009893603"
,,"730660","29011010","2009893608"
,,"730661","29011090","2009893609"
,,"730669","29012100","2009893801"
,,"730690","29012110","2009893802"
,,"730711","29012190","2009893803"
,,"730719","29012200","2009893808"
,,"730721","29012210","2009893809"
,,"730722","29012290","2009895000"
,,"730723","29012300","2009896100"
,,"730729","29012310","2009896300"
,,"730791","29012311","2009896900"
,,"730792","29012319","2009897101"
,,"730793","29012390","2009897103"
,,"730799","29012391","2009897108"
,,"730810","29012399","2009897109"
,,"730820","29012400","2009897301"
,,"730830","29012410","2009897303"
,,"730840","29012411","2009897308"
,,"730890","29012419","2009897309"
,,"730900","29012490","2009897901"
,,"731000","29012491","2009897903"
,,"731010","29012499","2009897908"
,,"731021","29012900","2009897909"
,,"731029","29012920","2009898500"
,,"731100","29012980","2009898600"
,,"731210","29021100","2009898800"
,,"731290","29021110","2009898900"
,,"731300","29021190","2009899600"
,,"731400","29021900","2009899700"
,,"731411","29021910","2009899900"
,,"731412","29021930","2009901100"
,,"731413","29021980","2009901901"
,,"731414","29021991","2009901902"
,,"731419","29021999","2009901903"
,,"731420","29022000","2009901908"
,,"731430","29022010","2009901909"
,,"731431","29022090","2009902100"
,,"731439","29023000","2009902901"
,,"731441","29023010","2009902902"
,,"731442","29023090","2009902903"
,,"731449","29024100","2009902908"
,,"731450","29024200","2009902909"
,,"731500","29024300","2009903100"
,,"731511","29024400","2009903900"
,,"731512","29024410","2009903901"
,,"731519","29024490","2009903909"
,,"731520","29025000","2009904101"
,,"731581","29026000","2009904102"
,,"731582","29027000","2009904104"
,,"731589","29029000","2009904107"
,,"731590","29029010","2009904108"
,,"731600","29029030","2009904109"
,,"731700","29029050","2009904901"
,,"731800","29029060","2009904903"
,,"731811","29029080","2009904908"
,,"731812","29029090","2009904909"
,,"731813","29031100","2009905101"
,,"731814","29031200","2009905102"
,,"731815","29031300","2009905104"
,,"731816","29031400","2009905107"
,,"731819","29031500","2009905108"
,,"731821","29031600","2009905109"
,,"731822","29031900","2009905901"
,,"731823","29031910","2009905903"
,,"731824","29031980","2009905908"
,,"731829","29031990","2009905909"
,,"731910","29032100","2009907100"
,,"731920","29032200","2009907300"
,,"731930","29032300","2009907900"
,,"731940","29032900","2009909200"
,,"731990","29033010","2009909400"
,,"732000","29033031","2009909500"
,,"732010","29033033","2009909600"
,,"732020","29033035","2009909700"
,,"732090","29033036","2009909800"
,,"732111","29033038","2101000000"
,,"732112","29033080","2101110011"
,,"732113","29033090","2101110012"
,,"732119","29033100","2101110013"
,,"732181","29033911","2101110014"
,,"732182","29033915","2101110015"
,,"732183","29033919","2101110016"
,,"732189","29033921","2101110017"
,,"732190","29033923","2101110018"
,,"732211","29033924","2101110091"
,,"732219","29033925","2101110092"
,,"732290","29033926","2101110093"
,,"732300","29033927","2101110097"
,,"732310","29033928","2101110098"
,,"732391","29033929","2101110099"
,,"732392","29033931","2101111110"
,,"732393","29033935","2101111111"
,,"732394","29033939","2101111112"
,,"732399","29033980","2101111113"
,,"732410","29033990","2101111114"
,,"732421","29034100","2101111115"
,,"732429","29034200","2101111116"
,,"732490","29034300","2101111117"
,,"732510","29034400","2101111118"
,,"732591","29034410","2101111190"
,,"732599","29034490","2101111191"
,,"732600","29034500","2101111199"
,,"732611","29034510","2101111901"
,,"732619","29034515","2101111902"
,,"732620","29034520","2101111908"
,,"732690","29034525","2101111909"
,,"740100","29034530","2101129200"
,,"740110","29034535","2101129201"
,,"740120","29034540","2101129209"
,,"740200","29034545","2101129800"
,,"740311","29034550","2101129801"
,,"740312","29034555","2101129809"
,,"740313","29034590","2101202000"
,,"740319","29034600","2101209200"
,,"740321","29034610","2101209800"
,,"740322","29034620","2101301100"
,,"740323","29034690","2101301900"
,,"740329","29034700","2101309100"
,,"740400","29034800","2101309900"
,,"740500","29034900","2102101000"
,,"740610","29034910","2102103100"
,,"740620","29034920","2102103900"
,,"740710","29034930","2102109000"
,,"740721","29034940","2102201100"
,,"740722","29034980","2102201900"
,,"740729","29034990","2102209000"
,,"740811","29035100","2102300000"
,,"740819","29035110","2103000000"
,,"740821","29035190","2103100000"
,,"740822","29035200","2103200000"
,,"740829","29035900","2103301000"
,,"740911","29035910","2103309000"
,,"740919","29035930","2103901000"
,,"740921","29035980","2103903000"
,,"740929","29035990","2103909000"
,,"740931","29036100","2103909001"
,,"740939","29036200","2103909009"
,,"740940","29036900","2104000000"
,,"740990","29036910","2104100000"
,,"741011","29036990","2104101000"
,,"741012","29037100","2104109000"
,,"741021","29037200","2104200001"
,,"741022","29037300","2104200009"
,,"741110","29037400","2104200010"
,,"741121","29037500","2104200090"
,,"741122","29037610","2105001000"
,,"741129","29037620","2105009100"
,,"741210","29037690","2105009900"
,,"741220","29037710","2106000000"
,,"741300","29037720","2106102000"
,,"741420","29037730","2106108000"
,,"741490","29037740","2106901000"
,,"741510","29037750","2106902000"
,,"741521","29037760","2106903000"
,,"741529","29037790","2106904000"
,,"741531","29037800","2106905100"
,,"741532","29037911","2106905200"
,,"741533","29037919","2106905400"
,,"741539","29037921","2106905500"
,,"741600","29037929","2106905800"
,,"741700","29037930","2106905900"
,,"741810","29037980","2106909200"
,,"741811","29037990","2106909300"
,,"741819","29038100","2106909800"
,,"741820","29038200","2106909801"
,,"741910","29038300","2106909802"
,,"741920","29038910","2106909803"
,,"741980","29038980","2106909804"
,,"741991","29038990","2106909805"
,,"741999","29039100","2106909808"
,,"750110","29039200","2106909809"
,,"750120","29039300","2201000000"
,,"750210","29039400","2201101100"
,,"750220","29039910","2201101900"
,,"750300","29039980","2201109000"
,,"750400","29039990","2201109100"
,,"750511","29041000","2201109900"
,,"750512","29042000","2201900000"
,,"750521","29042010","2202000000"
,,"750522","29042090","2202100000"
,,"750610","29043100","2202901000"
,,"750620","29043200","2202901001"
,,"750711","29043300","2202901009"
,,"750712","29043400","2202909100"
,,"750720","29043500","2202909500"
,,"750800","29043600","2202909900"
,,"750810","29049020","2202910000"
,,"750890","29049040","2202991100"
,,"760110","29049080","2202991500"
,,"760120","29049085","2202991800"
,,"760200","29049095","2202991900"
,,"760310","29049100","2202999100"
,,"760320","29049900","2202999500"
,,"760400","29051100","2202999900"
,,"760410","29051200","2203000000"
,,"760421","29051300","2203000100"
,,"760429","29051410","2203000900"
,,"760511","29051490","2203001000"
,,"760519","29051500","2204101100"
,,"760521","29051610","2204101900"
,,"760529","29051620","2204109100"
,,"760611","29051680","2204109300"
,,"760612","29051685","2204109301"
,,"760691","29051690","2204109309"
,,"760692","29051700","2204109400"
,,"760711","29051900","2204109401"
,,"760719","29051910","2204109409"
,,"760720","29051990","2204109600"
,,"760810","29052200","2204109601"
,,"760820","29052210","2204109609"
,,"760900","29052290","2204109800"
,,"761010","29052910","2204109801"
,,"761090","29052990","2204109809"
,,"761100","29053100","2204109900"
,,"761200","29053200","2204210600"
,,"761210","29053910","2204210700"
,,"761290","29053920","2204210800"
,,"761300","29053925","2204210900"
,,"761410","29053930","2204211000"
,,"761490","29053980","2204211100"
,,"761500","29053985","2204211200"
,,"761510","29053990","2204211300"
,,"761511","29053995","2204211700"
,,"761519","29054100","2204211800"
,,"761520","29054200","2204211900"
,,"761600","29054300","2204212200"
,,"761610","29054411","2204212300"
,,"761690","29054419","2204212400"
,,"761691","29054491","2204212600"
,,"761699","29054499","2204212700"
,,"780110","29054500","2204212800"
,,"780191","29054900","2204213200"
,,"780199","29054910","2204213400"
,,"780200","29054951","2204213600"
,,"780300","29054959","2204213700"
,,"780411","29054980","2204213800"
,,"780419","29054990","2204214200"
,,"780420","29055010","2204214300"
,,"780500","29055030","2204214400"
,,"780600","29055091","2204214600"
,,"790111","29055099","2204214700"
,,"790112","29055100","2204214800"
,,"790120","29055910","2204216200"
,,"790200","29055991","2204216600"
,,"790310","29055998","2204216700"
,,"790390","29055999","2204216800"
,,"790400","29061100","2204216900"
,,"790500","29061200","2204217100"
,,"790600","29061310","2204217400"
,,"790700","29061390","2204217600"
,,"800110","29061400","2204217700"
,,"800120","29061900","2204217800"
,,"800200","29062100","2204217900"
,,"800300","29062900","2204218000"
,,"800400","29062910","2204218100"
,,"800500","29062990","2204218200"
,,"800600","29071100","2204218300"
,,"800700","29071200","2204218400"
,,"810110","29071300","2204218500"
,,"810191","29071400","2204218600"
,,"810192","29071500","2204218700"
,,"810193","29071510","2204218800"
,,"810194","29071590","2204218900"
,,"810195","29071900","2204219000"
,,"810196","29071910","2204219100"
,,"810197","29071990","2204219200"
,,"810199","29072100","2204219300"
,,"810210","29072200","2204219400"
,,"810291","29072210","2204219500"
,,"810292","29072290","2204219600"
,,"810293","29072300","2204219700"
,,"810294","29072310","2204219800"
,,"810295","29072390","2204219900"
,,"810296","29072900","2204221000"
,,"810297","29072910","2204221100"
,,"810299","29072990","2204221200"
,,"810310","29073000","2204221300"
,,"810320","29081000","2204221700"
,,"810330","29081010","2204221800"
,,"810390","29081090","2204224200"
,,"810391","29081100","2204224300"
,,"810399","29081900","2204224400"
,,"810411","29082000","2204224600"
,,"810419","29089000","2204224700"
,,"810420","29089100","2204224800"
,,"810430","29089200","2204225800"
,,"810490","29089900","2204227900"
,,"810510","29089910","2204228000"
,,"810520","29089990","2204228100"
,,"810530","29091100","2204228200"
,,"810590","29091900","2204228300"
,,"810600","29091910","2204228400"
,,"810610","29091990","2204228500"
,,"810690","29092000","2204228600"
,,"810710","29093010","2204228700"
,,"810720","29093031","2204228800"
,,"810730","29093035","2204228900"
,,"810790","29093038","2204229000"
,,"810810","29093039","2204229100"
,,"810820","29093090","2204229200"
,,"810830","29094100","2204229300"
,,"810890","29094200","2204229400"
,,"810910","29094300","2204229500"
,,"810920","29094400","2204229600"
,,"810921","29094910","2204229700"
,,"810929","29094911","2204229800"
,,"810930","29094918","2204290500"
,,"810931","29094919","2204291000"
,,"810939","29094980","2204291100"
,,"810990","29094990","2204291101"
,,"810991","29095000","2204291108"
,,"810999","29095010","2204291109"
,,"811000","29095090","2204291200"
,,"811010","29096000","2204291201"
,,"811020","29101000","2204291208"
,,"811090","29102000","2204291209"
,,"811100","29103000","2204291300"
,,"811211","29104000","2204291301"
,,"811212","29105000","2204291308"
,,"811213","29109000","2204291309"
,,"811219","29110000","2204291700"
,,"811220","29121100","2204291701"
,,"811221","29121200","2204291708"
,,"811222","29121300","2204291709"
,,"811229","29121900","2204291800"
,,"811230","29121910","2204291801"
,,"811231","29121990","2204291808"
,,"811239","29122100","2204291809"
,,"811240","29122900","2204294200"
,,"811241","29123000","2204294201"
,,"811249","29124100","2204294208"
,,"811251","29124200","2204294209"
,,"811252","29124900","2204294300"
,,"811259","29125000","2204294301"
,,"811261","29126000","2204294308"
,,"811269","29130000","2204294309"
,,"811291","29141100","2204294400"
,,"811292","29141200","2204294401"
,,"811299","29141300","2204294408"
,,"811300","29141900","2204294409"
,,"820110","29141910","2204294600"
,,"820120","29141990","2204294601"
,,"820130","29142100","2204294608"
,,"820140","29142200","2204294609"
,,"820150","29142300","2204294700"
,,"820160","29142900","2204294701"
,,"820190","29143100","2204294708"
,,"820210","29143900","2204294709"
,,"820220","29144010","2204294800"
,,"820231","29144090","2204294801"
,,"820232","29145000","2204294808"
,,"820239","29146100","2204294809"
,,"820240","29146200","2204295800"
,,"820291","29146900","2204295801"
,,"820299","29146910","2204295808"
,,"820310","29146980","2204295809"
,,"820320","29146990","2204296200"
,,"820330","29147000","2204296201"
,,"820340","29147010","2204296209"
,,"820400","29147090","2204296400"
,,"820411","29147100","2204296401"
,,"820412","29147900","2204296409"
,,"820420","29151100","2204296500"
,,"820500","29151200","2204296501"
,,"820510","29151300","2204296509"
,,"820520","29152100","2204297100"
,,"820530","29152200","2204297101"
,,"820540","29152300","2204297109"
,,"820551","29152400","2204297200"
,,"820559","29152900","2204297201"
,,"820560","29153100","2204297209"
,,"820570","29153200","2204297500"
,,"820580","29153300","2204297501"
,,"820590","29153400","2204297509"
,,"820600","29153500","2204297700"
,,"820711","29153600","2204297701"
,,"820712","29153900","2204297709"
,,"820713","29153910","2204297800"
,,"820719","29153930","2204297801"
